Draw,Date,Winning Number 1,2,3,4,5,6,Extra Number ,From Last,Same As Day,Odd,Even, 1-10, 11-20, 21-30, 31-40, 41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
16/040,2016-04-07,8,21,25,32,34,45,31,21,,3,3,1,0,2,2,1,0.50,30895240,0.50,2503170,75.00,89000,156.40,9600,3446.20,640,4884.00,320,68212.20,40,48771580
16/039,2016-04-05,4,10,21,30,35,43,7,4,,3,3,2,0,2,1,1,0.00,0,1.00,2124200,64.50,87820,233.50,9600,3346.50,640,6573.60,320,65407.20,40,45676156
16/038,2016-04-02,4,6,29,34,36,45,47,,,2,4,2,0,1,2,1,0.00,0,0.50,2220120,84.50,70060,175.00,9600,4687.90,640,4740.00,320,81219.30,40,47612006
16/037,2016-03-29,9,12,13,22,30,31,28,,,3,3,1,2,2,1,0,0.50,18485350,1.00,1472950,153.40,25600,274.50,9600,6433.00,640,7091.10,320,94176.50,40,43665541
16/036,2016-03-26,17,24,38,44,46,47,27,46,,2,4,0,1,1,1,3,0.00,0,2.00,874100,34.50,135120,125.00,9600,2248.00,640,3964.00,320,46757.50,40,34416587
16/035,2016-03-24,16,18,21,25,35,46,13,18,,3,3,0,2,2,1,1,0.00,0,0.50,1643680,34.50,127040,105.50,9600,2105.90,640,3119.80,320,41745.10,40,31611728
16/034,2016-03-22,5,10,18,24,27,49,39,,,3,3,2,1,2,0,1,2.00,8048860,1.00,1595710,86.50,61490,127.50,9600,4512.90,640,4208.60,320,81905.90,40,43237087
16/033,2016-03-19,23,25,35,39,42,43,14,,,5,1,0,0,2,2,2,0.00,0,0.00,0,36.00,127020,90.70,9600,2248.70,640,2909.20,320,41897.30,40,32370053
16/032,2016-03-17,3,8,15,16,17,38,35,,17,3,3,2,3,0,1,0,3.00,9717420,3.00,606620,241.00,20130,320.50,9600,7770.40,640,7838.00,320,118119.40,40,52991029
16/031,2016-03-15,1,6,19,26,28,41,39,41,,3,3,2,1,2,0,1,0.00,0,0.00,0,97.50,62360,172.50,9600,4407.00,640,5129.80,320,82839.60,40,48401450
16/030,2016-03-12,3,23,33,36,41,49,2,33,,5,1,1,0,1,2,2,0.00,0,1.00,1900790,42.00,120680,155.50,9600,3042.60,640,4433.80,320,59373.40,40,39183478
16/029,2016-03-10,9,14,24,30,33,48,43,30,,2,4,1,1,2,1,1,0.00,0,0.50,1738470,48.00,96580,124.00,9600,2811.00,640,3402.00,320,57177.30,40,35372752
16/028,2016-03-08,3,4,16,30,34,39,14,,,2,4,2,1,1,2,0,1.50,14174240,4.00,585560,194.50,32110,247.70,9600,5460.90,640,6128.20,320,84314.40,40,52529547
16/027,2016-03-05,17,26,29,32,48,49,40,,,3,3,0,1,2,1,2,0.00,0,2.50,644500,85.50,50250,322.50,9600,3674.50,640,6972.60,320,64001.70,40,40820572
16/026,2016-03-03,1,2,5,7,16,45,33,16,,4,2,4,1,0,0,1,0.00,0,0.00,0,60.50,61740,144.50,9600,5587.00,640,4546.90,320,85416.60,40,37216037
16/025,2016-03-01,11,16,19,21,30,33,31,11,,4,2,0,3,2,1,0,5.00,27218060,24.00,848470,795.00,68300,1980.50,9600,40930.40,640,54231.20,320,732713.60,40,446395296
16/024,2016-02-27,6,9,11,20,27,44,42,6,27,3,3,2,2,1,0,1,1.00,29307500,1.00,2238990,135.50,44060,215.00,9600,6817.90,640,5987.60,320,113157.00,40,54208592
16/023,2016-02-25,3,6,22,24,45,47,7,"24,45",,3,3,2,0,2,0,2,0.00,0,1.50,1572550,62.50,100640,196.00,9600,4027.50,640,6521.20,320,79291.90,40,49997292
16/022,2016-02-23,9,15,24,27,44,45,47,44,,4,2,1,1,2,0,2,0.00,0,2.00,1252330,82.50,80950,182.00,9600,4323.10,640,5321.00,320,78089.30,40,51276856
16/021,2016-02-20,12,20,39,44,47,49,45,"20,39",20,3,3,0,2,0,1,3,0.00,0,1.00,1770980,34.00,138900,109.00,9600,2314.00,640,3956.50,320,46195.90,40,34473261
16/020,2016-02-18,13,20,38,39,41,45,46,,,4,2,0,2,0,2,2,1.00,24693930,3.00,880810,64.00,110100,159.00,9600,3766.00,640,4555.00,320,72810.60,40,51232046
16/019,2016-02-16,18,21,22,34,42,43,24,43,,2,4,0,1,2,1,2,0.00,0,2.00,1180400,73.00,86230,207.00,9600,3874.00,640,4949.00,320,66959.00,40,48182858
16/018,2016-02-13,8,14,24,29,36,43,31,,,2,4,1,1,2,1,1,0.00,0,0.00,0,59.00,76770,104.00,9600,2686.00,640,3456.00,320,51242.00,40,33723116
16/017,2016-02-11,3,4,17,30,35,47,10,,,4,2,2,1,1,1,1,1.00,54916660,7.00,805550,161.00,93390,568.00,9600,9373.00,640,15856.00,320,178771.00,40,120336644
16/016,2016-02-07,11,13,15,19,21,29,41,"13,15",,6,0,0,4,2,0,0,1.00,8000000,2.00,809280,212.00,20400,172.00,9600,5875.00,640,4093.00,320,64367.00,40,39171989
16/015,2016-02-04,7,13,15,35,38,45,32,,,5,1,1,2,0,2,1,1.00,8000000,1.00,1594170,71.00,59870,168.00,9600,4040.00,640,4043.00,320,62856.00,40,36453488
16/014,2016-02-02,18,28,30,33,34,36,2,,,1,5,0,1,2,3,0,2.00,19497340,2.00,1157580,120.00,51660,285.00,9600,5858.00,640,8185.00,320,97037.00,40,55447401
16/013,2016-01-30,1,5,29,32,39,44,4,,,4,2,2,0,1,2,1,0.00,0,2.00,1557300,58.00,108330,137.00,9600,2868.00,640,4905.00,320,60459.00,40,44901369
16/012,2016-01-28,8,20,30,34,42,48,36,,,0,6,1,1,1,1,2,0.00,0,3.00,639230,71.00,72020,149.00,9600,3275.00,640,4332.00,320,65299.00,40,39950603
16/011,2016-01-26,5,9,22,26,27,40,13,,26,3,3,2,0,3,1,0,0.00,0,1.00,1582700,55.00,77440,229.00,9600,3933.00,640,5766.00,320,71913.00,40,38933594
16/010,2016-01-23,7,8,12,14,23,32,5,12,23,2,4,2,2,1,1,0,1.00,8000000,5.00,213230,89.00,28750,255.00,9600,4012.00,640,6440.00,320,63518.00,40,30813059
16/009,2016-01-21,2,12,33,40,45,47,9,,,3,3,1,1,0,2,2,1.00,22509740,3.00,703480,72.00,78710,212.00,9600,4456.00,640,5948.00,320,72556.00,40,46580521
16/008,2016-01-19,8,18,20,25,30,39,13,,,2,4,1,2,2,1,0,1.00,32356790,1.00,2604500,107.00,64900,238.00,9600,6540.00,640,7477.00,320,114917.00,40,60259413
16/007,2016-01-16,1,2,6,37,40,43,24,"1,2",,3,3,3,0,0,2,1,0.00,0,0.00,0,46.00,134580,133.00,9600,2667.00,640,4127.00,320,62478.00,40,44094640
16/006,2016-01-14,1,2,10,23,32,49,26,,,3,3,3,0,1,1,1,1.00,30513670,2.00,1437890,151.00,38090,342.00,9600,6897.00,640,8059.00,320,112767.00,40,56637640
16/005,2016-01-12,8,13,15,35,44,45,47,"8,15,45",,4,2,1,2,0,1,2,0.00,0,1.00,2492050,60.00,111680,145.00,9600,4135.00,640,4822.00,320,73071.00,40,49548124
16/004,2016-01-10,4,8,15,18,30,45,38,,,2,4,2,2,1,0,1,0.00,0,0.00,0,72.00,73160,180.00,9600,4162.00,640,5350.00,320,74798.00,40,43632963
16/003,2016-01-07,6,9,11,29,43,47,8,,,5,1,2,1,1,0,2,0.00,0,1.00,1331300,84.00,42260,213.00,9600,3535.00,640,6760.00,320,64799.00,40,34842788
16/002,2016-01-05,2,5,7,18,30,45,11,,5,3,3,3,1,1,0,1,2.00,53159400,9.00,559800,238.00,56450,749.00,9600,12041.00,640,18965.00,320,212020.00,40,122881098
16/001,2016-01-02,6,8,11,32,34,41,47,11,,2,4,2,1,0,2,1,0.00,0,1.00,5541450,145.00,101910,372.00,9600,8841.00,640,10725.00,320,177016.00,40,111729038
15/152,2015-12-31,2,11,12,22,24,25,3,,,2,4,1,2,3,0,0,0.00,0,7.00,282810,251.00,19560,616.00,9600,9606.00,640,11913.00,320,132935.00,40,62348733
15/151,2015-12-29,3,5,20,30,33,38,28,33,,3,3,2,1,1,2,0,0.00,0,3.00,964550,103.00,62730,273.00,9600,5354.00,640,7949.00,320,96373.00,40,55753074
15/150,2015-12-26,1,8,33,37,42,47,7,"33,47",,4,2,2,0,0,2,2,0.00,0,1.00,1984620,40.00,132300,194.00,9600,3034.00,640,6474.00,320,59679.00,40,42225661
15/149,2015-12-24,12,18,20,28,33,47,25,28,,2,4,0,3,1,1,1,0.00,0,1.00,1915970,63.00,81090,197.00,9600,4124.00,640,5833.00,320,75967.00,40,43457391
15/148,2015-12-22,11,28,36,38,44,48,26,11,,1,5,0,1,1,2,2,0.00,0,2.00,905760,59.00,81870,160.00,9600,3433.00,640,4554.00,320,65408.00,40,39023464
15/147,2015-12-20,6,11,16,20,43,45,21,"20,45",20,3,3,1,3,0,0,2,0.00,0,2.00,819560,39.00,113530,100.00,9600,2369.00,640,3372.00,320,46893.00,40,32293857
15/146,2015-12-17,18,20,24,36,44,45,39,18,,1,5,0,2,1,1,2,1.00,21007130,2.00,1420580,52.00,110330,136.00,9600,3145.00,640,4072.00,320,58279.00,40,41774248
15/145,2015-12-15,18,22,40,41,48,49,42,18,,2,4,0,1,1,1,3,0.00,0,3.00,552120,65.00,67950,340.00,9600,3661.00,640,5263.00,320,62981.00,40,40638725
15/144,2015-12-12,16,18,27,35,42,44,33,,,2,4,0,2,1,1,2,0.00,0,0.00,0,38.00,115460,106.00,9600,1967.00,640,3184.00,320,39307.00,40,31334690
15/143,2015-12-10,9,24,29,32,34,47,42,9,,3,3,1,0,2,2,1,1.00,8000000,0.00,0,54.00,80060,98.00,9600,2251.00,640,2855.00,320,43918.00,40,31340945
15/142,2015-12-08,9,10,25,40,48,49,32,,,3,3,2,0,1,1,2,1.00,12180010,4.00,398090,191.00,19500,209.00,9600,6915.00,640,4494.00,320,87885.00,40,39977331
15/141,2015-12-05,6,16,19,34,35,46,9,,,2,4,1,2,0,2,1,0.00,0,2.00,590000,70.00,44950,195.00,9600,3225.00,640,4682.00,320,49823.00,40,29752829
15/140,2015-12-03,4,11,14,41,42,44,10,,,2,4,1,2,0,0,3,1.00,12596600,3.00,510730,153.00,26790,232.00,9600,4075.00,640,5000.00,320,63214.00,40,37386018
15/139,2015-12-01,8,9,10,22,33,40,28,,,2,4,3,0,1,2,0,0.00,0,2.00,504830,103.00,26260,289.00,9600,5444.00,640,7637.00,320,80158.00,40,34244736
15/138,2015-11-28,15,21,24,25,28,31,48,25,28,4,2,0,1,4,1,0,1.00,34943110,1.00,2407920,67.00,95830,184.00,9600,3971.00,640,5548.00,320,77974.00,40,49707832
15/137,2015-11-26,10,17,25,26,39,44,7,"17,44",26,3,3,1,1,2,1,1,0.00,0,4.00,639620,67.00,89770,181.00,9600,3507.00,640,5732.00,320,68112.00,40,46186621
15/136,2015-11-24,17,21,22,36,41,44,38,,,3,3,0,1,2,1,2,0.00,0,1.00,2104080,69.00,81910,165.00,9600,3506.00,640,4259.00,320,65921.00,40,43040391
15/135,2015-11-22,9,20,30,33,38,39,37,,,3,3,1,1,1,3,0,0.00,0,1.00,1662230,76.00,58320,241.00,9600,4029.00,640,5069.00,320,69536.00,40,39764633
15/134,2015-11-19,13,15,25,40,41,48,19,13,,4,2,0,2,1,1,2,0.00,0,0.00,0,27.00,168320,85.00,9600,1997.00,640,2570.00,320,39458.00,40,31445008
15/133,2015-11-17,12,13,31,33,35,47,21,13,,5,1,0,2,0,3,1,1.00,32376390,5.00,526740,80.00,79010,233.00,9600,4365.00,640,5810.00,320,76284.00,40,50557246
15/132,2015-11-15,13,15,24,28,41,45,20,"24,28,45",15,4,2,0,2,2,0,2,0.00,0,0.00,0,49.00,129710,139.00,9600,3005.00,640,4657.00,320,59766.00,40,45547271
15/131,2015-11-12,10,20,24,28,33,45,19,28,,2,4,1,1,2,1,1,0.00,0,2.00,991400,43.00,122960,136.00,9600,2862.00,640,4411.00,320,60093.00,40,39774538
15/130,2015-11-10,4,14,28,42,43,47,3,,,2,4,1,1,1,0,3,0.00,0,0.00,0,60.00,79230,124.00,9600,2861.00,640,4030.00,320,52632.00,40,36058986
15/129,2015-11-07,6,16,27,34,44,48,1,"27,44",,1,5,1,1,1,1,2,1.00,26249980,1.00,2363950,67.00,94790,143.00,9600,3470.00,640,4834.00,320,65949.00,40,46475420
15/128,2015-11-05,5,10,11,25,27,44,7,25,5,4,2,2,1,2,0,1,0.00,0,1.00,1437610,109.00,35330,419.00,9600,5361.00,640,9376.00,320,87533.00,40,45336898
15/127,2015-11-03,7,12,13,25,34,38,15,,,3,3,1,2,1,2,0,0.00,0,3.00,728910,74.00,65660,220.00,9600,4386.00,640,5680.00,320,75837.00,40,42814140
15/126,2015-10-31,4,10,28,37,42,48,8,4,,1,5,2,0,1,1,2,0.00,0,0.00,0,43.00,85480,157.00,9600,2438.00,640,5095.00,320,47146.00,40,30882745
15/125,2015-10-29,4,5,6,22,31,46,47,"22,31",,2,4,3,0,1,1,1,2.00,20611170,4.00,1068790,116.00,85990,259.00,9600,7203.00,640,8127.00,320,138218.00,40,78945235
15/124,2015-10-27,20,22,31,33,39,44,10,,,3,3,0,1,1,3,1,0.00,0,1.00,1530040,55.00,74860,235.00,9600,2907.00,640,5074.00,320,53968.00,40,35370900
15/123,2015-10-24,18,27,28,34,35,45,2,,,3,3,0,1,2,2,1,1.00,36592660,2.00,1864490,129.00,57810,187.00,9600,5018.00,640,5984.00,320,86970.00,40,57196145
15/122,2015-10-21,1,14,16,25,40,48,17,,,2,4,1,2,1,1,1,0.00,0,3.00,974000,66.00,98380,157.00,9600,3102.00,640,5422.00,320,67114.00,40,47677752
15/121,2015-10-19,7,11,15,38,39,46,25,,,4,2,1,2,0,2,1,0.00,0,1.00,1620280,44.00,99320,147.00,9600,2608.00,640,4270.00,320,51053.00,40,33988939
15/120,2015-10-17,2,12,19,33,34,48,24,"33,34",,2,4,1,2,0,2,1,0.00,0,1.00,1851340,48.00,103930,165.00,9600,2804.00,640,4380.00,320,55179.00,40,38046569
15/119,2015-10-15,17,18,26,30,33,34,29,"30,33,34",,2,4,0,2,2,2,0,0.00,0,0.00,0,51.00,87440,127.00,9600,2933.00,640,3408.00,320,49795.00,40,34119797
15/118,2015-10-13,1,4,22,30,33,34,26,"4,22",,2,4,2,0,2,2,0,1.00,36835940,1.00,2843430,58.00,130730,206.00,9600,4890.00,640,6235.00,320,93682.00,40,58661876
15/117,2015-10-11,4,21,22,35,36,46,40,,,2,4,1,0,2,2,1,0.00,0,2.00,1335070,95.00,74950,172.00,9600,5150.00,640,4923.00,320,91627.00,40,55081039
15/116,2015-10-08,8,17,28,34,39,40,14,,8,2,4,1,1,1,3,0,0.00,0,2.00,1161390,49.00,127710,162.00,9600,3760.00,640,5206.00,320,72624.00,40,47312626
15/115,2015-10-06,2,7,9,22,32,46,26,,,2,4,3,0,1,1,1,0.00,0,3.00,710230,62.00,76360,214.00,9600,4701.00,640,6221.00,320,83235.00,40,43307363
15/114,2015-10-03,8,10,16,30,39,40,6,10,,1,5,2,1,1,2,0,0.00,0,3.00,468450,80.00,47140,251.00,9600,3971.00,640,6250.00,320,65730.00,40,36798072
15/113,2015-09-30,9,10,23,28,37,46,34,37,,3,3,2,0,2,1,1,4.00,25355030,10.00,610110,237.00,68790,611.00,9600,13622.00,640,15127.00,320,236357.00,40,136250054
15/112,2015-09-26,6,15,16,18,37,43,2,"15,16",,3,3,1,3,0,1,1,0.00,0,4.00,1290970,139.00,86990,348.00,9600,7055.00,640,10491.00,320,139398.00,40,92380671
15/111,2015-09-24,4,10,15,16,24,28,49,,24,1,5,2,2,2,0,0,0.00,0,5.00,879140,227.00,46530,411.00,9600,10525.00,640,11280.00,320,179682.00,40,93436580
15/110,2015-09-22,2,11,12,25,36,43,10,,,3,3,1,2,1,1,1,1.00,90031310,12.00,752350,307.00,75150,1026.00,9600,18662.00,640,28804.00,320,338508.00,40,199871814
15/109,2015-09-17,1,4,9,17,35,41,37,17,17,5,1,3,1,0,1,1,0.00,0,4.00,903420,156.00,61970,385.00,9600,9509.00,640,10276.00,320,162886.00,40,85294212
15/108,2015-09-15,3,5,17,22,25,27,46,"5,25",,5,1,2,1,3,0,0,0.00,0,0.00,0,161.00,56960,233.00,9600,8138.00,640,7270.00,320,138632.00,40,74871295
15/107,2015-09-12,5,13,21,25,38,40,17,13,,4,2,1,1,2,2,0,0.00,0,2.00,1443200,83.00,92730,243.00,9600,4410.00,640,6563.00,320,86271.00,40,58975220
15/106,2015-09-10,1,11,13,23,35,36,34,"1,13",,5,1,1,2,1,2,0,0.00,0,3.00,919780,101.00,60710,318.00,9600,4882.00,640,6093.00,320,89488.00,40,52873907
15/105,2015-09-08,1,4,13,22,32,41,26,,,3,3,2,1,1,1,1,0.00,0,2.00,1146750,142.00,43070,184.00,9600,5278.00,640,5404.00,320,87032.00,40,50285222
15/104,2015-09-05,15,16,20,26,36,40,46,"16,36",,1,5,0,3,1,2,0,0.00,0,2.00,859410,78.00,59140,309.00,9600,3683.00,640,6788.00,320,61645.00,40,41756615
15/103,2015-09-03,12,16,34,36,42,45,41,36,,1,5,0,2,0,2,2,0.00,0,1.00,1905160,55.00,93210,104.00,9600,2885.00,640,3865.00,320,51584.00,40,37226144
15/102,2015-09-01,5,6,8,10,31,36,17,,,2,4,4,0,0,2,0,1.00,12417590,4.00,405330,143.00,26540,260.00,9600,6163.00,640,6555.00,320,97651.00,40,42290675
15/101,2015-08-29,9,22,28,32,37,39,47,"9,39",,3,3,1,0,2,3,0,1.00,16323190,3.00,789370,87.00,60480,174.00,9600,3501.00,640,4363.00,320,65686.00,40,41457798
15/100,2015-08-27,9,13,29,30,39,45,48,39,,5,1,1,1,2,1,1,0.00,0,0.00,0,65.00,57100,245.00,9600,4088.00,640,6895.00,320,68524.00,40,37238226
15/099,2015-08-25,3,15,16,39,41,42,36,,,4,2,1,2,0,1,2,1.00,8000000,1.00,1669350,85.00,52680,135.00,9600,3438.00,640,3480.00,320,57052.00,40,35401366
15/098,2015-08-22,2,26,31,32,36,37,12,32,,2,4,1,0,1,4,0,1.00,58071620,2.00,2566450,87.00,117990,289.00,9600,5872.00,640,9504.00,320,110484.00,40,78130351
15/097,2015-08-20,4,5,18,23,32,44,6,,,2,4,2,1,1,1,1,0.00,0,3.00,1101350,171.00,42930,340.00,9600,7032.00,640,9175.00,320,115031.00,40,65681205
15/096,2015-08-18,7,17,34,41,43,49,1,,,5,1,1,1,0,1,3,0.00,0,8.00,325240,198.00,32850,409.00,9600,8239.00,640,9393.00,320,113001.00,40,64066249
15/095,2015-08-15,2,6,13,25,30,33,20,,,3,3,2,1,2,1,0,0.00,0,3.00,718270,104.00,55410,287.00,9600,5340.00,640,7697.00,320,95337.00,40,52278102
15/094,2015-08-13,1,4,8,21,22,24,46,22,,2,4,3,0,3,0,0,0.00,0,0.00,0,154.00,33850,157.00,9600,6648.00,640,4413.00,320,104931.00,40,47576462
15/093,2015-08-11,22,26,27,28,36,47,12,,,2,4,0,0,4,1,1,1.00,33316910,1.00,2709820,133.00,54530,232.00,9600,5847.00,640,7517.00,320,103899.00,40,59953302
15/092,2015-08-08,10,12,19,25,42,46,37,42,,2,4,1,2,1,0,2,0.00,0,7.00,306240,89.00,59970,356.00,9600,4488.00,640,5826.00,320,78219.00,40,47899342
15/091,2015-08-06,22,23,35,40,41,42,16,23,,3,3,0,0,2,2,2,0.00,0,4.00,521290,65.00,85540,222.00,9600,3443.00,640,5386.00,320,63285.00,40,44185876
15/090,2015-08-04,5,9,13,15,21,23,12,,,6,0,2,2,2,0,0,1.00,25920360,4.00,561690,133.00,39560,404.00,9600,6185.00,640,9697.00,320,105556.00,40,54747865
15/089,2015-08-01,14,20,28,31,32,47,18,,,2,4,0,2,1,2,1,0.00,0,1.00,2285480,41.00,148640,144.00,9600,3018.00,640,4610.00,320,59570.00,40,44277853
15/088,2015-07-30,4,5,11,17,24,48,46,,,3,3,2,2,1,0,1,0.00,0,2.00,1148020,64.00,72080,136.00,9600,4110.00,640,4080.00,320,75912.00,40,38682123
15/087,2015-07-28,12,25,32,33,34,35,45,,,3,3,0,1,1,4,0,0.00,0,1.00,1406640,61.00,61490,120.00,9600,3623.00,640,3376.00,320,51876.00,40,31343999
15/086,2015-07-26,4,11,15,26,28,30,13,,26,2,4,1,2,3,0,0,1.00,79746130,12.00,458040,310.00,45320,714.00,9600,14164.00,640,18019.00,320,236013.00,40,129093710
15/085,2015-07-23,10,33,40,43,45,49,38,,,4,2,1,0,0,2,3,0.00,0,5.00,830640,139.00,79960,368.00,9600,8167.00,640,10750.00,320,147061.00,40,89830641
15/084,2015-07-21,4,14,15,19,41,42,10,,,3,3,1,3,0,0,2,0.00,0,4.00,1284170,152.00,79110,394.00,9600,7883.00,640,10588.00,320,140136.00,40,93970000
15/083,2015-07-18,13,20,23,24,46,47,39,23,,3,3,0,2,2,0,2,0.00,0,3.00,963310,48.00,135200,99.00,9600,2931.00,640,3812.00,320,57773.00,40,44443353
15/082,2015-07-16,16,18,22,23,35,38,25,38,16,2,4,0,2,2,2,0,0.00,0,2.00,973270,89.00,58320,203.00,9600,3852.00,640,4753.00,320,68226.00,40,42444471
15/081,2015-07-14,7,8,10,13,20,38,5,,,2,4,3,2,0,1,0,0.00,0,6.00,222910,102.00,32210,378.00,9600,5987.00,640,8844.00,320,94864.00,40,41582761
15/080,2015-07-11,2,5,17,22,27,28,37,28,,3,3,2,1,3,0,0,0.00,0,1.00,1476960,107.00,36800,291.00,9600,5275.00,640,6764.00,320,82817.00,40,41593905
15/079,2015-07-07,9,19,28,29,38,40,33,9,,3,3,1,1,2,2,0,1.00,39075670,3.00,918370,160.00,46060,302.00,9600,7001.00,640,7970.00,320,112635.00,40,64109325
15/078,2015-07-04,9,24,32,34,43,47,35,32,,3,3,1,0,1,2,2,0.00,0,2.00,1701090,83.00,81980,159.00,9600,4006.00,640,5000.00,320,74192.00,40,50640479
15/077,2015-07-02,4,11,23,32,44,48,49,,,2,4,1,1,1,1,2,0.00,0,4.00,580000,90.00,60480,221.00,9600,4105.00,640,5834.00,320,71146.00,40,45061164
15/076,2015-06-30,12,14,21,27,38,43,15,43,,3,3,0,2,2,1,1,1.00,34130560,5.00,597660,58.00,124290,243.00,9600,4222.00,640,5989.00,320,83365.00,40,55525175
15/075,2015-06-28,8,9,18,33,41,43,15,,,4,2,2,1,0,1,2,0.00,0,2.00,1424160,101.00,56680,311.00,9600,5169.00,640,5856.00,320,92754.00,40,50971766
15/074,2015-06-25,1,5,26,28,40,49,15,26,,3,3,2,0,2,1,1,0.00,0,1.00,1941610,77.00,67240,190.00,9600,3915.00,640,5365.00,320,74058.00,40,43013877
15/073,2015-06-23,3,10,26,33,42,46,44,42,,2,4,2,0,1,1,2,0.00,0,3.00,539750,73.00,59550,285.00,9600,3403.00,640,6762.00,320,62639.00,40,39714477
15/072,2015-06-20,12,16,31,34,42,48,37,12,,1,5,0,2,0,2,2,0.00,0,1.00,1531380,33.00,123740,94.00,9600,1873.00,640,2812.00,320,38829.00,40,29200200
15/071,2015-06-18,4,11,12,24,35,46,3,24,,2,4,1,2,1,1,1,1.00,57974970,4.00,1215940,154.00,73930,447.00,9600,7694.00,640,11964.00,320,145513.00,40,92662145
15/070,2015-06-16,13,16,24,26,40,44,42,"24,26",16,1,5,0,2,2,1,1,0.00,0,7.00,724160,140.00,96550,430.00,9600,7746.00,640,12355.00,320,147671.00,40,103855355
15/069,2015-06-13,10,12,24,25,26,33,23,10,,2,4,1,1,3,1,0,0.00,0,5.00,324830,87.00,50070,225.00,9600,4131.00,640,5701.00,320,70387.00,40,39521829
15/068,2015-06-11,10,13,35,38,42,44,27,,,2,4,1,1,0,2,2,0.00,0,2.00,920600,47.00,105580,129.00,9600,2899.00,640,3714.00,320,55581.00,40,37025285
15/067,2015-06-09,7,12,16,17,20,25,31,,,3,3,1,4,1,0,0,0.00,0,1.00,1382040,67.00,55420,190.00,9600,3868.00,640,4339.00,320,67490.00,40,34272364
15/066,2015-06-06,9,11,14,22,27,49,44,49,,4,2,1,2,2,0,1,1.00,12204300,1.00,1401430,67.00,56190,170.00,9600,4860.00,640,4516.00,320,70747.00,40,35702780
15/065,2015-06-04,18,24,28,31,39,49,44,,,3,3,0,1,2,2,1,0.00,0,1.00,1635630,43.00,102620,72.00,9600,2597.00,640,2849.00,320,50019.00,40,31931576
15/064,2015-06-02,11,12,15,21,38,42,25,42,,3,3,0,3,1,1,1,2.00,5333330,1.00,1656520,56.00,79590,117.00,9600,2797.00,640,3923.00,320,53108.00,40,34116961
15/063,2015-05-30,9,16,28,36,42,45,2,,,2,4,1,1,1,1,2,1.00,21484090,1.00,1915660,74.00,69500,184.00,9600,3844.00,640,4659.00,320,69344.00,40,41712166
15/062,2015-05-28,2,7,20,23,44,47,30,7,,3,3,2,1,1,0,2,1.00,28973880,1.00,2500340,58.00,114950,115.00,9600,3324.00,640,4663.00,320,68286.00,40,47726247
15/061,2015-05-26,7,10,15,37,42,45,41,"10,45",,4,2,2,1,0,1,2,1.00,42945680,2.00,2149960,85.00,101770,211.00,9600,4867.00,640,6026.00,320,93338.00,40,63746524
15/060,2015-05-23,5,10,13,43,44,45,7,,,4,2,2,1,0,0,3,0.00,0,0.00,0,76.00,82320,176.00,9600,3530.00,640,5142.00,320,68632.00,40,47273723
15/059,2015-05-21,16,18,19,36,42,47,46,,,2,4,0,3,0,1,2,0.00,0,0.00,0,63.00,92690,169.00,9600,3550.00,640,4968.00,320,65692.00,40,44488341
15/058,2015-05-19,21,27,28,33,37,48,13,"21,37",,4,2,0,0,3,2,1,0.00,0,1.00,1819130,56.00,87400,142.00,9600,3280.00,640,4259.00,320,60570.00,40,38092299
15/057,2015-05-17,21,32,36,37,44,46,47,,,2,4,0,0,1,3,2,0.00,0,1.00,1656720,36.00,122720,106.00,9600,2105.00,640,2993.00,320,42265.00,40,31759150
15/056,2015-05-14,5,17,22,34,38,48,2,,,2,4,1,1,1,2,1,1.00,48719960,2.00,2227730,160.00,55690,266.00,9600,6948.00,640,7996.00,320,121474.00,40,72033316
15/055,2015-05-12,3,7,15,25,26,47,10,15,,5,1,2,1,2,0,1,0.00,0,2.00,1314050,112.00,62850,348.00,9600,6044.00,640,9892.00,320,108292.00,40,62873572
15/054,2015-05-10,2,13,15,38,39,44,8,,,3,3,1,2,0,2,1,0.00,0,1.00,2741590,76.00,96190,209.00,9600,4516.00,640,7021.00,320,81920.00,40,56481277
15/053,2015-05-07,3,7,14,21,25,29,6,,7,5,1,2,1,3,0,0,0.00,0,5.00,367840,92.00,53770,261.00,9600,5384.00,640,7808.00,320,85450.00,40,46923517
15/052,2015-05-05,11,13,41,42,43,49,29,49,,5,1,0,2,0,0,4,0.00,0,0.00,0,53.00,105650,136.00,9600,3294.00,640,3933.00,320,57634.00,40,41401936
15/051,2015-05-02,7,10,12,16,26,49,40,,,2,4,2,2,1,0,1,0.00,0,1.00,1336750,67.00,53600,105.00,9600,3286.00,640,2862.00,320,59564.00,40,30004655
15/050,2015-04-30,6,8,30,34,36,42,12,"8,36",30,0,6,2,0,1,2,1,1.00,43829100,2.00,1934820,111.00,70030,371.00,9600,5933.00,640,10526.00,320,109966.00,40,67374811
15/049,2015-04-28,1,8,28,31,36,45,9,36,28,3,3,2,0,1,2,1,0.00,0,3.00,868620,96.00,72380,316.00,9600,5352.00,640,10266.00,320,100123.00,40,60811257
